"23/Jan/2022","7.69195","  30.49 ","  29.69 ","  26.49 ","  18.97 ","  122.00 ","  4.88 ","","",""
"24/Jan/2022","7.68855","  31.49 ","  30.69 ","  27.49 ","  19.55 ","  122.00 ","  4.88 ","","",""
"25/Jan/2022","7.68581","  31.49 ","  30.69 ","  27.49 ","  19.55 ","  122.00 ","  4.88 ","","",""
"26/Jan/2022","7.68541","  31.49 ","  30.69 ","  27.49 ","  19.55 ","  122.00 ","  4.88 ","","",""
"27/Jan/2022","7.68649","  31.49 ","  30.69 ","  27.49 ","  19.55 ","  122.00 ","  4.88 ","","",""
"28/Jan/2022","7.68995","  31.49 ","  30.69 ","  27.49 ","  19.55 ","  122.00 ","  4.88 ","","",""
"29/Jan/2022","7.68995","  31.49 ","  30.69 ","  27.49 ","  19.55 ","  122.00 ","  4.88 ","","",""
"30/Jan/2022","7.68995","  31.49 ","  30.69 ","  27.49 ","  19.55 ","  122.00 ","  4.88 ","","",""
"31/Jan/2022","7.68981","  31.50 ","  30.69 ","  27.98 ","  19.85 ","  122.00 ","  4.88 ","","",""
"01/Feb/2022","7.68555","  31.50 ","  30.69 ","  27.98 ","  19.85 ","  122.00 ","  4.88 ","","",""
"02/Feb/2022","7.69221","  31.50 ","  30.69 ","  27.98 ","  19.85 ","  122.00 ","  4.88 ","","",""
"03/Feb/2022","7.69189","  31.50 ","  30.69 ","  27.98 ","  19.85 ","  122.00 ","  4.88 ","","",""
"04/Feb/2022","7.69495","  31.50 ","  30.69 ","  27.98 ","  19.85 ","  122.00 ","  4.88 ","","",""
"05/Feb/2022","7.69495","  31.50 ","  30.69 ","  27.98 ","  19.85 ","  122.00 ","  4.88 ","","",""
"06/Feb/2022","7.69495","  31.50 ","  30.69 ","  27.98 ","  19.85 ","  122.00 ","  4.88 ","","",""
"07/Feb/2022","7.69122","  32.19 ","  32.39 ","  28.58 ","  20.30 ","  122.00 ","  4.88 ","","",""
"08/Feb/2022","7.68860","  32.19 ","  32.39 ","  28.58 ","  20.30 ","  122.00 ","  4.88 ","","",""
"09/Feb/2022","7.69229","  32.19 ","  32.39 ","  28.58 ","  20.30 ","  122.00 ","  4.88 ","","",""
"10/Feb/2022","7.69531","  32.19 ","  32.39 ","  28.58 ","  20.30 ","  122.00 ","  4.88 ","","",""
"11/Feb/2022","7.69226","  32.19 ","  32.39 ","  28.58 ","  20.30 ","  122.00 ","  4.88 ","","",""
"12/Feb/2022","7.69226","  32.19 ","  32.39 ","  28.58 ","  20.30 ","  122.00 ","  4.88 ","","",""
"13/Feb/2022","7.69226","  32.19 ","  32.39 ","  28.58 ","  20.30 ","  122.00 ","  4.88 ","","",""
"14/Feb/2022","7.69255","  32.22 ","  31.42 ","  28.61 ","  20.35 ","  122.00 ","  4.88 ","","",""
"15/Feb/2022","7.68841","  32.22 ","  31.42 ","  28.61 ","  20.35 ","  122.00 ","  4.88 ","","",""
"16/Feb/2022","7.69562","  32.22 ","  31.42 ","  28.61 ","  20.35 ","  122.00 ","  4.88 ","","",""
"17/Feb/2022","7.69349","  32.22 ","  31.42 ","  28.61 ","  20.35 ","  122.00 ","  4.88 ","","",""
"18/Feb/2022","7.70039","  32.22 ","  31.42 ","  28.61 ","  20.35 ","  122.00 ","  4.88 ","","",""
"19/Feb/2022","7.70039","  32.22 ","  31.42 ","  28.61 ","  20.35 ","  122.00 ","  4.88 ","","",""
"20/Feb/2022","7.70039","  32.22 ","  31.42 ","  28.61 ","  20.35 ","  122.00 ","  4.88 ","","",""
"21/Feb/2022","7.69849","  33.50 ","  32.70 ","  29.88 ","  20.35 ","  122.00 ","  4.88 ","","",""
"22/Feb/2022","7.70788","  33.50 ","  32.70 ","  29.88 ","  20.35 ","  122.00 ","  4.88 ","","",""
"23/Feb/2022","7.70468","  33.50 ","  32.70 ","  29.88 ","  20.35 ","  122.00 ","  4.88 ","","",""
"24/Feb/2022","7.71285","  33.50 ","  32.70 ","  29.88 ","  20.35 ","  122.00 ","  4.88 ","","",""
"25/Feb/2022","7.71690","  33.50 ","  32.70 ","  29.88 ","  20.35 ","  122.00 ","  4.88 ","","",""
"26/Feb/2022","7.71690","  33.50 ","  32.70 ","  29.88 ","  20.35 ","  122.00 ","  4.88 ","","",""
"27/Feb/2022","7.71690","  33.50 ","  32.70 ","  29.88 ","  20.35 ","  122.00 ","  4.88 ","","",""
"28/Feb/2022","7.71322","  33.88 ","  33.29 ","  30.09 ","  20.00 ","  122.00 ","  4.88 ","","",""
"01/Mar/2022","7.70440","  33.88 ","  33.29 ","  30.09 ","  20.00 ","  142.00 ","  5.68 ","","",""
"02/Mar/2022","7.70543","  33.88 ","  33.29 ","  30.09 ","  20.00 ","  142.00 ","  5.68 ","","",""
"03/Mar/2022","7.71199","  35.99 ","  35.39 ","  33.09 ","  20.00 ","  142.00 ","  5.68 ","","",""
"04/Mar/2022","7.71002","  35.99 ","  35.39 ","  33.09 ","  20.00 ","  142.00 ","  5.68 ","","",""
"05/Mar/2022","7.71002","  35.99 ","  35.39 ","  33.09 ","  20.00 ","  142.00 ","  5.68 ","","",""
"06/Mar/2022","7.71002","  35.99 ","  35.39 ","  33.09 ","  20.00 ","  142.00 ","  5.68 ","","",""
"07/Mar/2022","7.70431","  37.98 ","  37.39 ","  36.09 ","  21.90 ","  142.00 ","  5.68 ","","",""
"08/Mar/2022","7.69932","  37.98 ","  37.39 ","  36.09 ","  21.90 ","  142.00 ","  5.68 ","","",""
"09/Mar/2022","7.70110","  39.99 ","  39.42 ","  40.25 ","  21.90 ","  147.00 ","  5.88 ","","",""
"10/Mar/2022","7.70164","  39.99 ","  39.42 ","  40.25 ","  21.90 ","  147.00 ","  5.88 ","","",""
"11/Mar/2022","7.70105","  39.99 ","  39.42 ","  40.25 ","  21.90 ","  147.00 ","  5.88 ","","",""
"12/Mar/2022","7.70105","  39.99 ","  39.42 ","  40.25 ","  21.90 ","  147.00 ","  5.88 ","","",""
"13/Mar/2022","7.70105","  37.98 ","  37.39 ","  35.48 ","  21.90 ","  147.00 ","  5.88 ","","",""
"14/Mar/2022","7.69793","  37.98 ","  37.39 ","  35.48 ","  24.96 ","  147.00 ","  5.88 ","","",""
"15/Mar/2022","7.69146","  37.98 ","  37.39 ","  35.48 ","  24.96 ","  147.00 ","  5.88 ","","",""
"16/Mar/2022","7.69510","  38.00 ","  37.39 ","  35.70 ","  24.60 ","  147.00 ","  5.88 ","","",""
"17/Mar/2022","7.69380","  38.00 ","  37.39 ","  35.70 ","  24.60 ","  147.00 ","  5.88 ","","",""
"18/Mar/2022","7.69159","  38.00 ","  37.39 ","  35.70 ","  24.60 ","  142.00 ","  5.68 ","","",""
"19/Mar/2022","7.69159","  38.00 ","  37.39 ","  35.70 ","  24.60 ","  142.00 ","  5.68 ","","",""
"20/Mar/2022","7.69159","  38.00 ","  37.39 ","  35.70 ","  24.60 ","  142.00 ","  5.68 ","","",""
"21/Mar/2022","7.68837","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"22/Mar/2022","7.68464","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"23/Mar/2022","7.68438","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"24/Mar/2022","7.68270","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"25/Mar/2022","7.68169","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"26/Mar/2022","7.68169","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"27/Mar/2022","7.68169","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"28/Mar/2022","7.67889","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"29/Mar/2022","7.67830","  38.09 ","  34.47 ","  35.66 ","  22.70 ","  142.00 ","  5.68 ","","",""
"30/Mar/2022","7.68052","  38.91 ","  38.31 ","  37.39 ","  25.10 ","  142.00 ","  5.68 ","","",""
"31/Mar/2022","7.68025","  38.91 ","  38.31 ","  37.39 ","  25.10 ","  142.00 ","  5.68 ","","",""
"01/Apr/2022","7.67947","  38.91 ","  38.31 ","  37.39 ","  25.10 ","  122.00 ","  4.88 ","","",""
"02/Apr/2022","7.67947","  38.91 ","  38.31 ","  37.39 ","  25.10 ","  122.00 ","  4.88 ","","",""
"03/Apr/2022","7.67947","  38.91 ","  38.31 ","  37.39 ","  25.10 ","  122.00 ","  4.88 ","","",""
"04/Apr/2022","7.67499","  38.91 ","  38.31 ","  37.39 ","  25.10 ","  122.00 ","  4.88 ","","",""
"05/Apr/2022","7.67298","  38.91 ","  38.31 ","  37.39 ","  25.10 ","  122.00 ","  4.88 ","","",""
"06/Apr/2022","7.67500","  37.98 ","  35.09 ","  32.25 ","  23.66 ","  122.00 ","  4.88 ","","",""
"07/Apr/2022","7.66993","  37.98 ","  35.09 ","  32.25 ","  23.66 ","  122.00 ","  4.88 ","","",""
"08/Apr/2022","7.66874","  37.98 ","  35.09 ","  32.25 ","  23.66 ","  122.00 ","  4.88 ","","",""
"09/Apr/2022","7.66874","  37.98 ","  35.09 ","  32.25 ","  23.66 ","  122.00 ","  4.88 ","","",""
"10/Apr/2022","7.66874","  37.98 ","  35.09 ","  32.25 ","  23.66 ","  122.00 ","  4.88 ","","",""
"11/Apr/2022","7.66512","  37.98 ","  35.09 ","  32.25 ","  23.66 ","  122.00 ","  4.88 ","","",""
"12/Apr/2022","7.66356","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"13/Apr/2022","7.65901","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"14/Apr/2022","7.65901","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"15/Apr/2022","7.65901","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"16/Apr/2022","7.65901","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"17/Apr/2022","7.65901","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"18/Apr/2022","7.65849","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"19/Apr/2022","7.65599","  37.37 ","  34.23 ","  32.08 ","  22.94 ","  122.00 ","  4.88 ","","",""
"20/Apr/2022","7.65576","  37.66 ","  34.65 ","  32.65 ","  22.94 ","  122.00 ","  4.88 ","","",""
"21/Apr/2022","7.65446","  37.66 ","  34.65 ","  32.65 ","  22.94 ","  122.00 ","  4.88 ","","",""
"22/Apr/2022","7.65309","  37.66 ","  34.65 ","  32.65 ","  22.94 ","  122.00 ","  4.88 ","","",""
"23/Apr/2022","7.65309","  37.66 ","  34.65 ","  32.65 ","  22.94 ","  122.00 ","  4.88 ","","",""
"24/Apr/2022","7.65309","  37.66 ","  34.65 ","  32.65 ","  22.94 ","  122.00 ","  4.88 ","","",""
"25/Apr/2022","7.65090","  37.66 ","  34.65 ","  32.65 ","  22.94 ","  122.00 ","  4.88 ","","",""
"26/Apr/2022","7.65144","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"27/Apr/2022","7.65353","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"28/Apr/2022","7.65775","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"29/Apr/2022","7.66517","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"30/Apr/2022","7.66517","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"01/May/2022","7.66517","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"02/May/2022","7.66517","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"03/May/2022","7.66140","  38.42 ","  35.38 ","  34.81 ","  23.42 ","  122.00 ","  4.88 ","","",""
"04/May/2022","7.66582","  39.26 ","  36.16 ","  37.65 ","  23.27 ","  122.00 ","  4.88 ","","",""
"05/May/2022","7.67075","  39.26 ","  36.16 ","  37.65 ","  23.27 ","  122.00 ","  4.88 ","","",""
"06/May/2022","7.66795","  39.26 ","  36.16 ","  37.65 ","  23.27 ","  122.00 ","  4.88 ","","",""
"07/May/2022","7.66795","  39.26 ","  36.16 ","  37.65 ","  23.27 ","  122.00 ","  4.88 ","","",""
"08/May/2022","7.66795","  39.26 ","  36.16 ","  37.65 ","  23.27 ","  122.00 ","  4.88 ","","",""
"09/May/2022","7.66706","  39.26 ","  36.16 ","  37.65 ","  23.27 ","  122.00 ","  4.88 ","","",""
"10/May/2022","7.66326","  41.65 ","  38.55 ","  38.42 ","  23.57 ","  122.00 ","  4.88 ","","",""
"11/May/2022","7.66764","  41.65 ","  38.55 ","  38.42 ","  23.57 ","  122.00 ","  4.88 ","","",""
"12/May/2022","7.66945","  41.65 ","  38.55 ","  38.42 ","  23.57 ","  122.00 ","  4.88 ","","",""
"13/May/2022","7.66915","  41.65 ","  38.55 ","  38.42 ","  23.57 ","  122.00 ","  4.88 ","","",""
"14/May/2022","7.66915","  41.65 ","  38.55 ","  38.42 ","  23.57 ","  122.00 ","  4.88 ","","",""
"15/May/2022","7.66915","  41.65 ","  38.55 ","  38.42 ","  23.57 ","  122.00 ","  4.88 ","","",""
"16/May/2022","7.66475","  41.65 ","  38.55 ","  38.42 ","  23.57 ","  122.00 ","  4.88 ","","",""
"17/May/2022","7.66612","  43.24 ","  40.13 ","  35.32 ","  23.27 ","  122.00 ","  4.88 ","","",""
"18/May/2022","7.66642","  43.24 ","  40.13 ","  35.32 ","  23.27 ","  122.00 ","  4.88 ","","",""
"19/May/2022","7.66703","  43.24 ","  40.13 ","  35.32 ","  23.27 ","  122.00 ","  4.88 ","","",""
"20/May/2022","7.66692","  43.24 ","  40.13 ","  35.32 ","  23.27 ","  122.00 ","  4.88 ","","",""
"21/May/2022","7.66692","  43.24 ","  40.13 ","  35.32 ","  23.27 ","  122.00 ","  4.88 ","","",""
"22/May/2022","7.66692","  43.24 ","  40.13 ","  35.32 ","  23.27 ","  122.00 ","  4.88 ","","",""
"23/May/2022","7.66903","  43.24 ","  40.13 ","  35.32 ","  23.27 ","  122.00 ","  4.88 ","","",""
"24/May/2022","7.66774","  42.98 ","  39.87 ","  32.26 ","  24.15 ","  122.00 ","  4.88 ","","",""
"25/May/2022","7.67577","  42.98 ","  39.87 ","  32.26 ","  24.15 ","  122.00 ","  4.88 ","","",""
"26/May/2022","7.67318","  42.98 ","  39.87 ","  32.26 ","  24.15 ","  122.00 ","  4.88 ","","",""
"27/May/2022","7.68190","  42.98 ","  39.87 ","  32.26 ","  24.15 ","  122.00 ","  4.88 ","","",""
"28/May/2022","7.68190","  42.98 ","  39.87 ","  32.26 ","  24.15 ","  122.00 ","  4.88 ","","",""
"29/May/2022","7.68190","  42.98 ","  39.87 ","  32.26 ","  24.15 ","  122.00 ","  4.88 ","","",""
"30/May/2022","7.67765","  42.98 ","  39.87 ","  32.26 ","  24.15 ","  122.00 ","  4.88 ","","",""
"31/May/2022","7.68434","  39.14 ","  37.92 ","  30.50 ","  24.52 ","  122.00 ","  4.88 ","","",""
"01/Jun/2022","7.69552","  39.14 ","  37.92 ","  30.50 ","  24.52 ","  122.00 ","  4.88 ","","",""
"02/Jun/2022","7.70758","  39.14 ","  37.92 ","  30.50 ","  24.52 ","  122.00 ","  4.88 ","","",""
"03/Jun/2022","7.71242","  39.14 ","  37.92 ","  30.50 ","  24.52 ","  122.00 ","  4.88 ","","",""
"04/Jun/2022","7.71242","  39.14 ","  37.92 ","  30.50 ","  24.52 ","  122.00 ","  4.88 ","","",""
"05/Jun/2022","7.71242","  39.14 ","  37.92 ","  30.50 ","  24.52 ","  122.00 ","  4.88 ","","",""
"06/Jun/2022","7.70466","  39.14 ","  37.92 ","  30.50 ","  24.52 ","  122.00 ","  4.88 ","","",""
"07/Jun/2022","7.70703","  39.71 ","  38.71 ","  32.87 ","  24.52 ","  122.00 ","  4.88 ","","",""
"08/Jun/2022","7.72074","  39.71 ","  38.71 ","  32.87 ","  24.52 ","  122.00 ","  4.88 ","","",""
"09/Jun/2022","7.72609","  39.71 ","  38.71 ","  32.87 ","  24.52 ","  122.00 ","  4.88 ","","",""
"10/Jun/2022","7.73206","  39.71 ","  38.71 ","  32.87 ","  24.52 ","  122.00 ","  4.88 ","","",""
"11/Jun/2022","7.73206","  39.71 ","  38.71 ","  32.87 ","  24.52 ","  122.00 ","  4.88 ","","",""
"12/Jun/2022","7.73206","  39.71 ","  38.71 ","  32.87 ","  24.52 ","  122.00 ","  4.88 ","","",""
"13/Jun/2022","7.73104","  39.71 ","  38.71 ","  32.87 ","  24.52 ","  122.00 ","  4.88 ","","",""
"14/Jun/2022","7.73281","  41.51 ","  40.50 ","  35.44 ","  24.37 ","  122.00 ","  4.88 ","","",""
"15/Jun/2022","7.73886","  41.51 ","  40.50 ","  35.44 ","  24.37 ","  122.00 ","  4.88 ","","",""
"16/Jun/2022","7.73889","  41.51 ","  40.50 ","  35.44 ","  24.37 ","  122.00 ","  4.88 ","","",""
"17/Jun/2022","7.74046","  41.51 ","  40.50 ","  35.44 ","  24.37 ","  122.00 ","  4.88 ","","",""
"18/Jun/2022","7.74046","  41.51 ","  40.50 ","  35.44 ","  24.37 ","  122.00 ","  4.88 ","","",""
"19/Jun/2022","7.74046","  41.51 ","  40.50 ","  35.44 ","  24.37 ","  122.00 ","  4.88 ","","",""
"20/Jun/2022","7.74102","  41.51 ","  40.50 ","  35.44 ","  24.37 ","  122.00 ","  4.88 ","","",""
"21/Jun/2022","7.74969","  40.63 ","  39.62 ","  36.89 ","  23.77 ","  122.00 ","  4.88 ","","",""
"22/Jun/2022","7.74745","  40.63 ","  39.62 ","  36.89 ","  23.77 ","  122.00 ","  4.88 ","","",""
"23/Jun/2022","7.75104","  40.63 ","  39.62 ","  36.89 ","  23.77 ","  122.00 ","  4.88 ","","",""
"24/Jun/2022","7.75890","  40.63 ","  39.62 ","  36.89 ","  23.77 ","  122.00 ","  4.88 ","","",""
"25/Jun/2022","7.75890","  40.63 ","  39.62 ","  36.89 ","  23.77 ","  122.00 ","  4.88 ","","",""
"26/Jun/2022","7.75890","  40.63 ","  39.62 ","  36.89 ","  23.77 ","  122.00 ","  4.88 ","","",""
"27/Jun/2022","7.75404","  40.63 ","  39.62 ","  36.89 ","  23.77 ","  122.00 ","  4.88 ","","",""
"28/Jun/2022","7.75980","  39.43 ","  38.43 ","  36.40 ","  23.52 ","  122.00 ","  4.88 ","","",""
"29/Jun/2022","7.75819","  39.43 ","  38.43 ","  36.40 ","  23.52 ","  122.00 ","  4.88 ","","",""
"30/Jun/2022","7.75608","  39.43 ","  38.43 ","  36.40 ","  23.52 ","  122.00 ","  4.88 ","","",""
"01/Jul/2022","7.75608","  39.43 ","  38.43 ","  36.40 ","  23.52 ","  122.00 ","  4.88 ","","",""
"02/Jul/2022","7.75608","  39.43 ","  38.43 ","  36.40 ","  23.52 ","  122.00 ","  4.88 ","","",""
"03/Jul/2022","7.75608","  39.43 ","  38.43 ","  36.40 ","  23.52 ","  122.00 ","  4.88 ","","",""
"04/Jul/2022","7.75608","  39.43 ","  38.43 ","  36.40 ","  23.52 ","  122.00 ","  4.88 ","","",""
"05/Jul/2022","7.75281","  39.17 ","  38.17 ","  33.88 ","  23.09 ","  122.00 ","  4.88 ","","",""
"06/Jul/2022","7.74979","  39.17 ","  38.17 ","  33.88 ","  23.09 ","  122.00 ","  4.88 ","","",""
"07/Jul/2022","7.74659","  39.17 ","  38.17 ","  33.88 ","  23.09 ","  122.00 ","  4.88 ","","",""
"08/Jul/2022","7.74712","  39.17 ","  38.17 ","  33.88 ","  23.09 ","  122.00 ","  4.88 ","","",""
"09/Jul/2022","7.74712","  39.17 ","  38.17 ","  33.88 ","  23.09 ","  122.00 ","  4.88 ","","",""
"10/Jul/2022","7.74712","  39.17 ","  38.17 ","  33.88 ","  23.09 ","  122.00 ","  4.88 ","","",""
"11/Jul/2022","7.74370","  39.17 ","  38.17 ","  33.88 ","  23.09 ","  122.00 ","  4.88 ","","",""
"12/Jul/2022","7.74028","  36.56 ","  35.58 ","  31.30 ","  21.74 ","  122.00 ","  4.88 ","","",""
"13/Jul/2022","7.73859","  36.56 ","  35.58 ","  31.30 ","  21.74 ","  122.00 ","  4.88 ","","",""
"14/Jul/2022","7.73526","  36.56 ","  35.58 ","  31.30 ","  21.74 ","  122.00 ","  4.88 ","","",""
"15/Jul/2022","7.73556","  36.56 ","  35.58 ","  31.30 ","  21.74 ","  122.00 ","  4.88 ","","",""
"16/Jul/2022","7.73556","  36.56 ","  35.58 ","  31.30 ","  21.74 ","  122.00 ","  4.88 ","","",""
"17/Jul/2022","7.73556","  36.56 ","  35.58 ","  31.30 ","  21.74 ","  122.00 ","  4.88 ","","",""
"18/Jul/2022","7.73159","  36.56 ","  35.58 ","  31.30 ","  21.74 ","  122.00 ","  4.88 ","","",""
"19/Jul/2022","7.72793","  33.66 ","  32.75 ","  31.01 ","  20.15 ","  122.00 ","  4.88 ","","",""
"20/Jul/2022","7.73174","  33.66 ","  32.75 ","  31.01 ","  20.15 ","  122.00 ","  4.88 ","","",""
"21/Jul/2022","7.72924","  33.66 ","  32.75 ","  31.01 ","  20.15 ","  122.00 ","  4.88 ","","",""
"22/Jul/2022","7.73052","  33.66 ","  32.75 ","  31.01 ","  20.15 ","  122.00 ","  4.88 ","","",""
"23/Jul/2022","7.73052","  33.66 ","  32.75 ","  31.01 ","  20.15 ","  122.00 ","  4.88 ","","",""
"24/Jul/2022","7.73052","  33.66 ","  32.75 ","  31.01 ","  20.15 ","  122.00 ","  4.88 ","","",""
"25/Jul/2022","7.72780","  33.66 ","  32.75 ","  31.01 ","  20.15 ","  122.00 ","  4.88 ","","",""
"26/Jul/2022","7.72833","  32.69 ","  31.76 ","  29.90 ","  21.20 ","  122.00 ","  4.88 ","","",""
"27/Jul/2022","7.73171","  32.69 ","  31.76 ","  29.90 ","  21.20 ","  122.00 ","  4.88 ","","",""
"28/Jul/2022","7.73485","  32.69 ","  31.76 ","  29.90 ","  21.20 ","  122.00 ","  4.88 ","","",""
"29/Jul/2022","7.73654","  32.69 ","  31.76 ","  29.90 ","  21.20 ","  122.00 ","  4.88 ","","",""
"30/Jul/2022","7.73654","  32.69 ","  31.76 ","  29.90 ","  21.20 ","  122.00 ","  4.88 ","","",""
"31/Jul/2022","7.73654","  32.69 ","  31.76 ","  29.90 ","  21.20 ","  122.00 ","  4.88 ","","",""
"01/Aug/2022","7.72946","  32.69 ","  31.76 ","  29.90 ","  21.20 ","  122.00 ","  4.88 ","","",""
"02/Aug/2022","7.72848","  32.37 ","  31.47 ","  29.37 ","  22.05 ","  122.00 ","  4.88 ","","",""
"03/Aug/2022","7.73292","  32.37 ","  31.47 ","  29.37 ","  22.05 ","  122.00 ","  4.88 ","","",""
"04/Aug/2022","7.73330","  32.37 ","  31.47 ","  29.37 ","  22.05 ","  122.00 ","  4.88 ","","",""
"05/Aug/2022","7.73337","  32.37 ","  31.47 ","  29.37 ","  22.05 ","  122.00 ","  4.88 ","","",""
"06/Aug/2022","7.73337","  32.37 ","  31.47 ","  29.37 ","  22.05 ","  122.00 ","  4.88 ","","",""
"07/Aug/2022","7.73337","  32.37 ","  31.47 ","  29.37 ","  22.05 ","  122.00 ","  4.88 ","","",""
"08/Aug/2022","7.72989","  32.37 ","  31.47 ","  29.37 ","  22.05 ","  122.00 ","  4.88 ","","",""
"09/Aug/2022","7.72580","  35.64 ","  34.75 ","  33.98 ","  21.35 ","  122.00 ","  4.88 ","","",""
"10/Aug/2022","7.73248","  35.64 ","  34.75 ","  33.98 ","  21.35 ","  122.00 ","  4.88 ","","",""
"11/Aug/2022","7.73132","  35.64 ","  34.75 ","  33.98 ","  21.35 ","  122.00 ","  4.88 ","","",""
"12/Aug/2022","7.73400","  35.64 ","  34.75 ","  33.98 ","  21.35 ","  122.00 ","  4.88 ","","",""
"13/Aug/2022","7.73400","  35.64 ","  34.75 ","  33.98 ","  21.35 ","  122.00 ","  4.88 ","","",""
"14/Aug/2022","7.73400","  35.64 ","  34.75 ","  33.98 ","  21.35 ","  122.00 ","  4.88 ","","",""
